ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES
10349,S18_3232,2019-12-01,48,154.1,7396.799999999999
10358,S18_3232,2019-12-10,32,93.49,2991.68
10366,S18_3232,2020-01-10,34,184.58,6275.72
10370,S18_3232,2020-01-20,27,56.85,1534.95
10377,S18_3232,2020-02-09,39,186.27,7264.530000000001
10383,S18_3232,2020-02-22,47,146.15,6869.05
10394,S18_3232,2020-03-15,22,152.41,3353.02
10405,S18_3232,2020-04-14,55,150.71,8289.050000000001
10412,S18_3232,2020-05-03,60,198.13,11887.8
10419,S18_3232,2020-05-17,35,169.34,5926.900000000001
10425,S18_3232,2020-05-31,28,135.47,3793.16
10105,S18_3259,2018-02-11,38,113.95,4330.1
10117,S18_3259,2018-04-16,21,95.8,2011.8
10128,S18_3259,2018-06-06,41,117.98,4837.18
10142,S18_3259,2018-08-08,22,97.81,2151.82
10153,S18_3259,2018-09-28,29,88.74,2573.46
10165,S18_3259,2018-10-22,50,106.89,5344.5
10177,S18_3259,2018-11-07,29,105.88,3070.52
10185,S18_3259,2018-11-14,49,80.67,3952.83
10196,S18_3259,2018-11-26,35,101.85,3564.75
10208,S18_3259,2019-01-02,48,116.97,5614.56
10221,S18_3259,2019-02-18,23,80.67,1855.41
10232,S18_3259,2019-03-20,48,95.8,4598.4
10248,S18_3259,2019-05-07,42,121.01,5082.42
10273,S18_3259,2019-07-21,47,115.97,5450.59
10282,S18_3259,2019-08-20,36,115.97,4174.92
10293,S18_3259,2019-09-09,22,109.92,2418.24
10306,S18_3259,2019-10-14,40,91.76,3670.4
10314,S18_3259,2019-10-22,23,107.9,2481.7000000000003
10326,S18_3259,2019-11-09,32,118.99,3807.68
10336,S18_3259,2019-11-20,21,106.21,2230.41
10350,S18_3259,2019-12-02,41,93.04,3814.64
10372,S18_3259,2020-01-26,25,84.71,2117.75
10383,S18_3259,2020-02-22,26,128.48,3340.48
10396,S18_3259,2020-03-23,24,89.75,2154.0
10414,S18_3259,2020-05-06,48,121.01,5808.4800000000005
10108,S18_3278,2018-03-03,26,68.35,1777.1
10122,S18_3278,2018-05-08,21,73.17,1536.57
10135,S18_3278,2018-07-02,45,78.0,3510.0
10147,S18_3278,2018-09-05,36,86.04,3097.44
10169,S18_3278,2018-11-04,32,70.76,2264.32
10181,S18_3278,2018-11-12,30,82.82,2484.6
10191,S18_3278,2018-11-20,36,94.88,3415.68
10203,S18_3278,2018-12-02,33,86.04,2839.32
10211,S18_3278,2019-01-15,35,78.0,2730.0
10225,S18_3278,2019-02-22,37,95.69,3540.53
10238,S18_3278,2019-04-09,41,73.17,2999.9700000000003
10252,S18_3278,2019-05-26,20,76.39,1527.8
10265,S18_3278,2019-07-02,45,86.84,3907.8
10276,S18_3278,2019-08-02,38,69.96,2658.48
10287,S18_3278,2019-08-30,43,70.76,3042.6800000000003
10300,S18_3278,2018-10-04,49,78.8,3861.2
10310,S18_3278,2019-10-16,27,80.41,2171.07
10319,S18_3278,2019-11-03,46,73.98,3403.0800000000004
10329,S18_3278,2019-11-15,38,59.1,2245.8
10342,S18_3278,2019-11-24,25,66.74,1668.4999999999998
10363,S18_3278,2020-01-06,46,60.3,2773.8
10378,S18_3278,2020-02-10,22,112.0,2464.0
10390,S18_3278,2020-03-04,40,137.29,5491.599999999999
10103,S18_3320,2018-01-29,46,104.17,4791.82
10126,S18_3320,2018-05-28,38,82.34,3128.92
10139,S18_3320,2018-07-16,30,103.18,3095.4
10149,S18_3320,2018-09-12,42,94.25,3958.5
10163,S18_3320,2018-10-20,43,116.08,4991.44
10173,S18_3320,2018-11-05,29,95.24,2761.96
10182,S18_3320,2018-11-12,33,86.31,2848.23
10193,S18_3320,2018-11-21,32,79.37,2539.84
10206,S18_3320,2018-12-05,28,87.3,2444.4
10215,S18_3320,2019-01-29,41,111.12,4555.92
10227,S18_3320,2019-03-02,33,111.12,3666.96
10244,S18_3320,2019-04-29,36,84.33,3035.88
10257,S18_3320,2019-06-14,26,89.29,2321.54
10280,S18_3320,2019-08-17,34,102.19,3474.46
10290,S18_3320,2019-09-07,26,96.23,2501.98
10304,S18_3320,2019-10-11,38,104.17,3958.46
10312,S18_3320,2019-10-21,33,107.15,3535.9500000000003
10323,S18_3320,2019-11-05,33,91.27,3011.91
10347,S18_3320,2019-11-29,26,102.19,2656.94
10357,S18_3320,2019-12-10,25,104.17,2604.25
10369,S18_3320,2020-01-20,45,73.08,3288.6
10382,S18_3320,2020-02-17,50,178.71,8935.5
10392,S18_3320,2020-03-10,36,112.11,4035.96
10423,S18_3320,2020-05-30,21,89.29,1875.09
10108,S18_3482,2018-03-03,29,139.64,4049.56
10122,S18_3482,2018-05-08,21,117.59,2469.39
10135,S18_3482,2018-07-02,42,129.35,5432.7
10147,S18_3482,2018-09-05,37,119.06,4405.22
10169,S18_3482,2018-11-04,36,123.47,4444.92
10181,S18_3482,2018-11-12,22,154.34,3395.48
10191,S18_3482,2018-11-20,23,148.46,3414.5800000000004
10203,S18_3482,2018-12-02,32,160.22,5127.04
10211,S18_3482,2019-01-15,28,133.76,3745.28
10225,S18_3482,2019-02-22,27,169.04,4564.08
10238,S18_3482,2019-04-09,49,133.76,6554.24
10252,S18_3482,2019-05-26,41,164.63,6749.83
10265,S18_3482,2019-07-02,49,171.98,8427.019999999999
10276,S18_3482,2019-08-02,30,130.82,3924.6
10287,S18_3482,2019-08-30,40,169.04,6761.599999999999
10300,S18_3482,2018-10-04,23,164.63,3786.49
10310,S18_3482,2019-10-16,49,127.88,6266.12
10320,S18_3482,2019-11-03,25,139.64,3490.9999999999995
10330,S18_3482,2019-11-16,37,119.06,4405.22
10342,S18_3482,2019-11-24,55,119.06,6548.3
10355,S18_3482,2019-12-07,23,138.17,3177.91
10363,S18_3482,2020-01-06,24,172.61,4142.64
10378,S18_3482,2020-02-10,43,96.49,4149.07
10390,S18_3482,2020-03-04,50,147.94,7397.0
10109,S18_3685,2018-03-10,47,132.8,6241.6
10123,S18_3685,2018-05-20,34,156.82,5331.88
10137,S18_3685,2018-07-10,31,165.3,5124.3
10148,S18_3685,2018-09-11,28,129.98,3639.44
10161,S18_3685,2018-10-17,36,154.0,5544.0
10172,S18_3685,2018-11-05,48,114.44,5493.12
10181,S18_3685,2018-11-12,39,148.34,5785.26
10192,S18_3685,2018-11-20,45,118.68,5340.6
10204,S18_3685,2018-12-02,35,163.88,5735.8
10212,S18_3685,2019-01-16,45,141.28,6357.6
10226,S18_3685,2019-02-26,46,159.65,7343.900000000001
10240,S18_3685,2019-04-13,37,161.06,5959.22
10253,S18_3685,2019-06-01,31,129.98,4029.38
10266,S18_3685,2019-07-06,33,152.58,5035.14
10278,S18_3685,2019-08-06,31,132.8,4116.8
10287,S18_3685,2019-08-30,27,159.65,4310.55
10301,S18_3685,2018-10-05,39,165.3,6446.700000000001
10311,S18_3685,2019-10-16,32,113.02,3616.64
10321,S18_3685,2019-11-04,28,151.17,4232.759999999999
10331,S18_3685,2019-11-17,26,67.91,1765.66
10343,S18_3685,2019-11-24,44,84.88,3734.72
10367,S18_3685,2020-01-12,46,104.53,4808.38
10379,S18_3685,2020-02-10,32,70.83,2266.56
10406,S18_3685,2020-04-15,65,161.06,10468.9
10419,S18_3685,2020-05-17,43,129.98,5589.139999999999
10108,S18_3782,2018-03-03,43,67.77,2914.11
10122,S18_3782,2018-05-08,35,49.74,1740.9
10135,S18_3782,2018-07-02,45,50.36,2266.2
10146,S18_3782,2018-09-03,47,67.14,3155.58
10169,S18_3782,2018-11-04,38,68.39,2598.82
10180,S18_3782,2018-11-11,21,50.36,1057.56
10191,S18_3782,2018-11-20,43,72.74,3127.82
10211,S18_3782,2019-01-15,46,54.09,2488.1400000000003
10224,S18_3782,2019-02-21,38,58.44,2220.72
10237,S18_3782,2019-04-05,26,52.22,1357.72
10252,S18_3782,2019-05-26,31,52.84,1638.0400000000002
10264,S18_3782,2019-06-30,48,54.71,2626.08
10276,S18_3782,2019-08-02,33,50.36,1661.88
10286,S18_3782,2019-08-28,38,57.2,2173.6
10299,S18_3782,2019-09-30,39,55.95,2182.05
10310,S18_3782,2019-10-16,42,67.14,2819.88
10319,S18_3782,2019-11-03,44,59.06,2598.6400000000003
10330,S18_3782,2019-11-16,29,69.63,2019.27
10342,S18_3782,2019-11-24,26,55.95,1454.7
10355,S18_3782,2019-12-07,31,53.47,1657.57
10363,S18_3782,2020-01-06,32,89.12,2851.84
10378,S18_3782,2020-02-10,28,164.63,4609.639999999999
10390,S18_3782,2020-03-04,36,141.11,5079.960000000001
10403,S18_3782,2020-04-08,36,52.22,1879.92
10106,S18_3856,2018-02-17,41,116.46,4774.86
10119,S18_3856,2018-04-28,27,99.52,2687.04
10130,S18_3856,2018-06-16,33,103.75,3423.75
10143,S18_3856,2018-08-10,34,101.64,3455.76
10155,S18_3856,2018-10-06,29,124.93,3622.97
10167,S18_3856,2018-10-23,34,105.87,3599.58
10178,S18_3856,2018-11-08,48,112.22,5386.56
10186,S18_3856,2018-11-14,46,106.93,4918.780000000001
10197,S18_3856,2018-11-26,22,115.4,2538.8
10222,S18_3856,2019-02-19,45,85.75,3858.75
10249,S18_3856,2019-05-08,46,121.75,5600.5
10262,S18_3856,2019-06-24,34,120.69,4103.46
10273,S18_3856,2019-07-21,50,85.75,4287.5
10283,S18_3856,2019-08-20,46,125.99,5795.54
10296,S18_3856,2019-09-15,22,84.7,1863.4
10307,S18_3856,2019-10-14,48,86.81,4166.88
10316,S18_3856,2019-11-01,47,86.81,4080.07
10328,S18_3856,2019-11-12,34,112.22,3815.48
10338,S18_3856,2019-11-22,45,122.81,5526.45
10351,S18_3856,2019-12-03,20,168.73,3374.6
10373,S18_3856,2020-01-31,50,60.49,3024.5
10386,S18_3856,2020-03-01,22,57.55,1266.1
10398,S18_3856,2020-03-30,45,106.93,4811.85
10400,S18_3856,2020-04-01,58,125.99,7307.42
10415,S18_3856,2020-05-09,51,121.75,6209.25
10104,S18_4027,2018-01-31,38,140.75,5348.5
10117,S18_4027,2018-04-16,22,126.39,2780.58
10127,S18_4027,2018-06-03,25,137.88,3447.0
10142,S18_4027,2018-08-08,24,157.98,3791.52
10152,S18_4027,2018-09-25,35,129.26,4524.099999999999
10165,S18_4027,2018-10-22,28,119.2,3337.6
10176,S18_4027,2018-11-06,36,153.67,5532.12
10185,S18_4027,2018-11-14,39,130.69,5096.91
10196,S18_4027,2018-11-26,27,168.04,4537.08
10207,S18_4027,2018-12-09,40,153.67,6146.799999999999
10220,S18_4027,2019-02-12,50,165.16,8258.0
10230,S18_4027,2019-03-15,42,172.34,7238.28
10247,S18_4027,2019-05-05,48,140.75,6756.0
10272,S18_4027,2019-07-20,25,149.36,3734.000000000001
10282,S18_4027,2019-08-20,31,150.8,4674.8
10292,S18_4027,2019-09-08,44,162.29,7140.759999999999
10306,S18_4027,2019-10-14,23,156.55,3600.65
10314,S18_4027,2019-10-22,29,145.06,4206.74
10324,S18_4027,2019-11-05,49,109.79,5379.71
10337,S18_4027,2019-11-21,36,157.76,5679.36
10349,S18_4027,2019-12-01,34,129.26,4394.84
10358,S18_4027,2019-12-10,25,101.13,2528.25
10372,S18_4027,2020-01-26,48,146.49,7031.52
10383,S18_4027,2020-02-22,38,140.55,5340.900000000001
10394,S18_4027,2020-03-15,37,172.34,6376.58
10413,S18_4027,2020-05-05,49,140.75,6896.75
10100,S18_4409,2018-01-06,22,86.51,1903.22
10110,S18_4409,2018-03-18,28,89.27,2499.56
10124,S18_4409,2018-05-21,36,85.59,3081.24
10148,S18_4409,2018-09-11,34,105.83,3598.22
10173,S18_4409,2018-11-05,21,75.46,1584.66
10182,S18_4409,2018-11-12,36,109.52,3942.72
10193,S18_4409,2018-11-21,24,97.55,2341.2
10204,S18_4409,2018-12-02,29,85.59,2482.11
10213,S18_4409,2019-01-22,38,94.79,3602.0200000000004
10227,S18_4409,2019-03-02,34,104.91,3566.94
10241,S18_4409,2019-04-13,42,90.19,3787.98
10280,S18_4409,2019-08-17,35,105.83,3704.05
10288,S18_4409,2019-09-01,35,80.99,2834.65
10302,S18_4409,2018-10-06,38,89.27,3392.26
10311,S18_4409,2019-10-16,41,81.91,3358.31
10332,S18_4409,2019-11-17,50,146.2,7309.999999999999
10344,S18_4409,2019-11-25,21,104.91,2203.11
10367,S18_4409,2020-01-12,43,62.72,2696.96
10380,S18_4409,2020-02-16,32,105.52,3376.64
10407,S18_4409,2020-04-22,6,90.19,541.14
10420,S18_4409,2020-05-29,66,92.95,6134.7
10105,S18_4522,2018-02-11,41,82.5,3382.5
10117,S18_4522,2018-04-16,23,97.42,2240.66
10128,S18_4522,2018-06-06,43,92.16,3962.88
10142,S18_4522,2018-08-08,24,70.22,1685.28
10153,S18_4522,2018-09-28,22,83.38,1834.36
10166,S18_4522,2018-10-21,26,73.73,1916.98
10177,S18_4522,2018-11-07,35,74.6,2611.0
10185,S18_4522,2018-11-14,47,77.24,3630.28
10197,S18_4522,2018-11-26,50,101.81,5090.5
10208,S18_4522,2019-01-02,45,87.77,3949.65
10221,S18_4522,2019-02-18,39,89.53,3491.67
10232,S18_4522,2019-03-20,23,89.53,2059.19
10248,S18_4522,2019-05-07,42,75.48,3170.1600000000003
10261,S18_4522,2019-06-17,20,89.53,1790.6
10273,S18_4522,2019-07-21,33,71.09,2345.9700000000003
10283,S18_4522,2019-08-20,34,105.32,3580.88
10293,S18_4522,2019-09-09,49,100.94,4946.06
10306,S18_4522,2019-10-14,39,90.4,3525.6000000000004
10315,S18_4522,2019-10-29,36,100.06,3602.16
10326,S18_4522,2019-11-09,50,86.01,4300.5
10337,S18_4522,2019-11-21,29,155.11,4498.1900000000005
10350,S18_4522,2019-12-02,30,100.77,3023.1
10372,S18_4522,2020-01-26,41,86.89,3562.49
10383,S18_4522,2020-02-22,28,58.58,1640.24
10396,S18_4522,2020-03-23,45,105.32,4739.4
10414,S18_4522,2020-05-06,16,75.48,1207.68
10103,S18_4600,2018-01-29,36,117.45,4228.2
10114,S18_4600,2018-04-01,41,117.45,4815.45
10126,S18_4600,2018-05-28,50,141.66,7083.0
10140,S18_4600,2018-07-24,40,115.03,4601.2
10150,S18_4600,2018-09-19,49,131.98,6467.02
10164,S18_4600,2018-10-21,45,111.39,5012.55
10175,S18_4600,2018-11-06,47,108.97,5121.59
10183,S18_4600,2018-11-13,21,116.24,2441.04
10194,S18_4600,2018-11-25,32,133.19,4262.08
10207,S18_4600,2018-12-09,47,141.66,6658.02
10217,S18_4600,2019-02-04,38,118.66,4509.08
10229,S18_4600,2019-03-11,41,115.03,4716.2300000000005
10245,S18_4600,2019-05-04,21,113.82,2390.22
10259,S18_4600,2019-06-15,41,113.82,4666.62
10270,S18_4600,2019-07-19,38,141.66,5383.08
10281,S18_4600,2019-08-19,25,99.29,2482.25
10291,S18_4600,2019-09-08,48,110.18,5288.64
10305,S18_4600,2019-10-13,22,99.29,2184.38
10313,S18_4600,2019-10-22,28,102.92,2881.76
10323,S18_4600,2019-11-05,47,131.98,6203.06
10334,S18_4600,2019-11-19,49,138.03,6763.47
10347,S18_4600,2019-11-29,45,130.77,5884.650000000001
10357,S18_4600,2019-12-10,28,127.13,3559.64
10370,S18_4600,2020-01-20,29,57.53,1668.37
10382,S18_4600,2020-02-17,39,125.4,4890.6
10411,S18_4600,2020-05-01,46,113.82,5235.719999999999
10425,S18_4600,2020-05-31,38,113.82,4325.16
10103,S18_4668,2018-01-29,41,47.29,1938.89
10113,S18_4668,2018-03-26,50,49.81,2490.5
10126,S18_4668,2018-05-28,43,53.83,2314.69
10140,S18_4668,2018-07-24,29,43.27,1254.8300000000002
10150,S18_4668,2018-09-19,30,42.76,1282.8
10164,S18_4668,2018-10-21,25,53.83,1345.75
10174,S18_4668,2018-11-06,49,44.78,2194.2200000000003
10183,S18_4668,2018-11-13,40,49.3,1972.0
10194,S18_4668,2018-11-25,41,44.78,1835.98
10206,S18_4668,2018-12-05,21,53.33,1119.93
10215,S18_4668,2019-01-29,46,45.28,2082.88
10229,S18_4668,2019-03-11,39,40.25,1569.75
10245,S18_4668,2019-05-04,45,59.87,2694.15
10258,S18_4668,2019-06-15,21,59.87,1257.27
10270,S18_4668,2019-07-19,44,58.36,2567.84
10281,S18_4668,2019-08-19,44,59.87,2634.28
10291,S18_4668,2019-09-08,29,51.82,1502.78
10304,S18_4668,2019-10-11,34,49.3,1676.1999999999998
10312,S18_4668,2019-10-21,39,56.85,2217.15
10324,S18_4668,2019-11-05,38,179.79,6832.02
10348,S18_4668,2019-11-01,29,245.2,7110.799999999999
10358,S18_4668,2019-12-10,30,176.76,5302.799999999999
10370,S18_4668,2020-01-20,20,136.5,2730.0
10382,S18_4668,2020-02-17,39,200.7,7827.299999999999
10411,S18_4668,2020-05-01,35,59.87,2095.45
10424,S18_4668,2020-05-31,26,59.87,1556.62
10108,S18_4721,2018-03-03,44,126.48,5565.12
10122,S18_4721,2018-05-08,28,127.97,3583.16
10135,S18_4721,2018-07-02,31,151.78,4705.18
10146,S18_4721,2018-09-03,29,153.26,4444.54
10169,S18_4721,2018-11-04,33,148.8,4910.400000000001
10180,S18_4721,2018-11-11,44,126.48,5565.12
10191,S18_4721,2018-11-20,32,132.43,4237.76
10211,S18_4721,2019-01-15,41,138.38,5673.58
10225,S18_4721,2019-02-22,35,150.29,5260.15
10238,S18_4721,2019-04-09,44,144.34,6350.96
10252,S18_4721,2019-05-26,26,136.9,3559.4
10264,S18_4721,2019-06-30,20,120.53,2410.6
10276,S18_4721,2019-08-02,48,119.04,5713.92
10287,S18_4721,2019-08-30,34,126.48,4300.32
10299,S18_4721,2019-09-30,49,162.19,7947.309999999999
10310,S18_4721,2019-10-16,40,133.92,5356.799999999999
10319,S18_4721,2019-11-03,45,175.58,7901.1
10330,S18_4721,2019-11-16,50,122.02,6101.0
10342,S18_4721,2019-11-24,38,165.17,6276.459999999999
10355,S18_4721,2019-12-07,25,168.14,4203.5
10363,S18_4721,2020-01-06,28,58.18,1629.04
10378,S18_4721,2020-02-10,49,67.14,3289.86
10390,S18_4721,2020-03-04,49,140.06,6862.9400000000005
10110,S18_4933,2018-03-18,42,61.29,2574.18
10124,S18_4933,2018-05-21,23,57.73,1327.79
10148,S18_4933,2018-09-11,29,81.25,2356.25
10161,S18_4933,2018-10-17,25,80.54,2013.5
10173,S18_4933,2018-11-05,39,71.98,2807.2200000000003
10182,S18_4933,2018-11-12,44,69.84,3072.96
10193,S18_4933,2018-11-21,25,76.26,1906.5
10204,S18_4933,2018-12-02,45,76.26,3431.7000000000003
10213,S18_4933,2019-01-22,25,83.39,2084.75
10227,S18_4933,2019-03-02,37,57.73,2136.01
10241,S18_4933,2019-04-13,30,66.99,2009.7
10267,S18_4933,2019-07-07,36,75.55,2719.8
10279,S18_4933,2019-08-09,26,60.58,1575.08
10288,S18_4933,2019-09-01,23,73.41,1688.4299999999998
10302,S18_4933,2018-10-06,23,72.7,1672.1
10311,S18_4933,2019-10-16,25,66.99,1674.7499999999998
10332,S18_4933,2019-11-17,21,165.38,3472.98
10344,S18_4933,2019-11-25,26,63.43,1649.18
10367,S18_4933,2020-01-12,44,85.25,3751.0
10380,S18_4933,2020-02-16,24,189.0,4536.0
10407,S18_4933,2020-04-22,66,66.99,4421.339999999999
10420,S18_4933,2020-05-29,36,57.73,2078.28
10110,S24_1046,2018-03-18,36,85.25,3069.0
10124,S24_1046,2018-05-21,22,77.9,1713.8000000000002
10148,S24_1046,2018-09-11,25,60.26,1506.5
10161,S24_1046,2018-10-17,37,72.76,2692.1200000000003
10172,S24_1046,2018-11-05,32,75.69,2422.08
10182,S24_1046,2018-11-12,47,74.22,3488.34
10192,S24_1046,2018-11-20,37,69.82,2583.34
10204,S24_1046,2018-12-02,20,62.47,1249.4
10212,S24_1046,2019-01-16,41,82.31,3374.71
10226,S24_1046,2019-02-26,21,60.26,1265.46
10241,S24_1046,2019-04-13,22,76.43,1681.46
10267,S24_1046,2019-07-07,40,80.1,3204.0
10279,S24_1046,2019-08-09,32,74.96,2398.72
10288,S24_1046,2019-09-01,36,66.14,2381.04
10301,S24_1046,2018-10-05,27,72.02,1944.54
10311,S24_1046,2019-10-16,26,87.45,2273.7000000000003
10321,S24_1046,2019-11-04,30,70.55,2116.5
10332,S24_1046,2019-11-17,23,56.84,1307.3200000000002
10344,S24_1046,2019-11-25,29,59.53,1726.37
10367,S24_1046,2020-01-12,21,60.37,1267.77
10380,S24_1046,2020-02-16,34,101.23,3441.82
10407,S24_1046,2020-04-22,26,76.43,1987.1800000000003
10420,S24_1046,2020-05-29,60,64.67,3880.2
10104,S24_1444,2018-01-31,35,55.49,1942.15
10115,S24_1444,2018-04-04,47,69.36,3259.92
10127,S24_1444,2018-06-03,20,60.69,1213.8
10141,S24_1444,2018-08-01,20,54.33,1086.6
10152,S24_1444,2018-09-25,25,65.31,1632.75
10165,S24_1444,2018-10-22,25,69.36,1734.0
10176,S24_1444,2018-11-06,27,68.78,1857.06
10184,S24_1444,2018-11-14,31,60.11,1863.41
10195,S24_1444,2018-11-25,44,66.47,2924.68
10207,S24_1444,2018-12-09,49,46.82,2294.18
10220,S24_1444,2019-02-12,26,56.07,1457.82
10230,S24_1444,2019-03-15,36,54.33,1955.88
10246,S24_1444,2019-05-05,44,52.6,2314.4
10259,S24_1444,2019-06-15,28,46.82,1310.96
10271,S24_1444,2019-07-20,45,64.74,2913.3
10282,S24_1444,2019-08-20,29,46.82,1357.78
10292,S24_1444,2019-09-08,40,53.75,2150.0
10305,S24_1444,2019-10-13,45,61.85,2783.25
10314,S24_1444,2019-10-22,44,53.18,2339.92
10324,S24_1444,2019-11-05,25,69.16,1729.0
10336,S24_1444,2019-11-20,45,132.72,5972.4
10349,S24_1444,2019-12-01,48,47.4,2275.2
10358,S24_1444,2019-12-10,44,60.76,2673.44
10371,S24_1444,2020-01-23,25,97.27,2431.75
10383,S24_1444,2020-02-22,22,91.76,2018.72
10394,S24_1444,2020-03-15,31,50.29,1558.99
10412,S24_1444,2020-05-03,21,52.6,1104.6
10425,S24_1444,2020-05-31,55,46.82,2575.1
10107,S24_1578,2018-02-24,25,113.83,2845.75
10120,S24_1578,2018-04-29,35,98.05,3431.75
10134,S24_1578,2018-07-01,35,93.54,3273.9
10145,S24_1578,2018-08-25,43,95.8,4119.4
10168,S24_1578,2018-10-28,50,114.95,5747.5
10180,S24_1578,2018-11-11,48,111.57,5355.36
10188,S24_1578,2018-11-18,25,101.43,2535.75
10211,S24_1578,2019-01-15,25,90.16,2254.0
10223,S24_1578,2019-02-20,32,91.29,2921.28
10237,S24_1578,2019-04-05,20,114.95,2299.0
10251,S24_1578,2019-05-18,26,101.43,2637.1800000000003
10263,S24_1578,2019-06-28,42,102.56,4307.52
10275,S24_1578,2019-07-23,21,102.56,2153.76
10285,S24_1578,2019-08-27,34,109.32,3716.88
10299,S24_1578,2019-09-30,47,116.08,5455.76
10309,S24_1578,2019-10-15,21,126.22,2650.62
10318,S24_1578,2019-11-02,48,134.11,6437.280000000001
10329,S24_1578,2019-11-15,30,87.78,2633.4
10339,S24_1578,2019-11-23,27,84.39,2278.53
10362,S24_1578,2020-01-05,50,96.92,4846.0
10374,S24_1578,2020-02-02,38,110.45,4197.1
10389,S24_1578,2020-03-03,45,102.17,4597.65
10403,S24_1578,2020-04-08,46,114.95,5287.7
10417,S24_1578,2020-05-13,35,101.43,3550.05
10110,S24_1628,2018-03-18,29,59.37,1721.73
10123,S24_1628,2018-05-20,50,59.87,2993.5
10137,S24_1628,2018-07-10,26,49.81,1295.06
10148,S24_1628,2018-09-11,47,56.85,2671.9500000000003
10161,S24_1628,2018-10-17,23,53.33,1226.59
10172,S24_1628,2018-11-05,34,42.76,1453.84
10181,S24_1628,2018-11-12,34,53.83,1830.22
10192,S24_1628,2018-11-20,47,53.83,2530.01
10204,S24_1628,2018-12-02,45,49.81,2241.4500000000003
10212,S24_1628,2019-01-16,45,53.33,2399.85
10226,S24_1628,2019-02-26,36,43.27,1557.72
10241,S24_1628,2019-04-13,21,40.25,845.25
10266,S24_1628,2019-07-06,28,48.3,1352.4
10278,S24_1628,2019-08-06,35,45.28,1584.8
10288,S24_1628,2019-09-01,50,52.32,2616.0
10301,S24_1628,2018-10-05,22,51.32,1129.04
10311,S24_1628,2019-10-16,45,49.3,2218.5
10321,S24_1628,2019-11-04,48,42.26,2028.48
10332,S24_1628,2019-11-17,20,87.96,1759.1999999999998
10343,S24_1628,2019-11-24,27,36.21,977.67
10367,S24_1628,2020-01-12,38,38.5,1463.0
10379,S24_1628,2020-02-10,32,124.08,3970.56
10407,S24_1628,2020-04-22,64,40.25,2576.0
10420,S24_1628,2020-05-29,37,60.37,2233.69
10106,S24_1785,2018-02-17,28,88.63,2481.64
10120,S24_1785,2018-04-29,39,119.27,4651.53
10133,S24_1785,2018-06-27,41,94.1,3858.1
10145,S24_1785,2018-08-25,40,87.54,3501.6000000000004
10168,S24_1785,2018-10-28,49,131.3,6433.700000000001
10210,S24_1785,2019-01-12,27,98.48,2658.96
10223,S24_1785,2019-02-20,34,106.14,3608.76
10235,S24_1785,2019-04-02,23,96.29,2214.67
10250,S24_1785,2019-05-11,31,88.63,2747.53
10262,S24_1785,2019-06-24,34,97.38,3310.92
10275,S24_1785,2019-07-23,25,95.2,2380.0
10284,S24_1785,2019-08-21,22,105.04,2310.88
10297,S24_1785,2019-09-16,32,126.93,4061.76
10308,S24_1785,2019-10-15,31,112.7,3493.7000000000003
10316,S24_1785,2019-11-01,25,114.89,2872.25
10328,S24_1785,2019-11-12,47,87.54,4114.38
10339,S24_1785,2019-11-23,21,50.65,1063.65
10353,S24_1785,2019-12-04,28,71.73,2008.44
10374,S24_1785,2020-02-02,46,94.1,4328.599999999999
10386,S24_1785,2020-03-01,33,41.71,1376.43
10398,S24_1785,2020-03-30,43,129.12,5552.16
10401,S24_1785,2020-04-03,38,96.29,3659.02
10416,S24_1785,2020-05-10,47,88.63,4165.61
10101,S24_1937,2018-01-09,45,31.2,1404.0
10110,S24_1937,2018-03-18,20,35.51,710.1999999999999
10124,S24_1937,2018-05-21,45,37.84,1702.8000000000002
10149,S24_1937,2018-09-12,36,33.19,1194.84
10173,S24_1937,2018-11-05,31,31.53,977.43
10182,S24_1937,2018-11-12,39,36.84,1436.7600000000002
10193,S24_1937,2018-11-21,26,29.21,759.46
10205,S24_1937,2018-12-03,32,37.17,1189.44
10214,S24_1937,2019-01-26,20,34.19,683.8
10227,S24_1937,2019-03-02,42,29.21,1226.82
10243,S24_1937,2019-04-26,33,29.54,974.82
10280,S24_1937,2019-08-17,20,28.88,577.6
10288,S24_1937,2019-09-01,29,38.17,1106.93
10304,S24_1937,2019-10-11,23,30.2,694.6
10312,S24_1937,2019-10-21,39,29.54,1152.06
10322,S24_1937,2019-11-04,20,131.2,2624.0
10332,S24_1937,2019-11-17,45,81.91,3685.95
10344,S24_1937,2019-11-25,20,35.18,703.6
10356,S24_1937,2019-12-09,48,202.5,9720.0
10367,S24_1937,2020-01-12,23,36.29,834.67
10380,S24_1937,2020-02-16,32,70.56,2257.92
10391,S24_1937,2020-03-09,33,252.87,8344.710000000001
10409,S24_1937,2020-04-23,61,29.54,1801.94
10420,S24_1937,2020-05-29,45,26.88,1209.6
10107,S24_2000,2018-02-24,38,83.03,3155.14
10120,S24_2000,2018-04-29,34,83.79,2848.86
10134,S24_2000,2018-07-01,43,83.03,3570.29
10145,S24_2000,2018-08-25,47,83.03,3902.41
10158,S24_2000,2018-10-10,22,67.03,1474.66
10168,S24_2000,2018-10-28,29,75.41,2186.89
10180,S24_2000,2018-11-11,28,68.55,1919.4
10188,S24_2000,2018-11-18,40,91.4,3656.0
10210,S24_2000,2019-01-12,30,61.7,1851.0
