ORDERNUMBER,CUSTOMERNAME,SALES,DAYS_SINCE_LASTORDER
10306,"AV Stores, Co.",3600.65,1440
10314,Heintze Collectables,4206.74,1433
10324,Vitachrome Inc.,5379.71,1420
10337,Classic Legends Inc.,5679.36,1405
10349,Muscle Machine Inc,4394.84,1396
10358,Euro Shopping Channel,2528.25,1388
10372,"Tokyo Collectables, Ltd",7031.52,1342
10383,Euro Shopping Channel,5340.9,1316
10394,Euro Shopping Channel,6376.58,1295
10413,Gift Depot Inc.,6896.75,1245
10100,Online Diecast Creations Co.,1903.22,2096
10110,"AV Stores, Co.",2499.56,2026
10124,Signal Gift Stores,3081.24,1963
10148,"Anna's Decorations, Ltd",3598.22,1851
10173,Rovelli Gifts,1584.66,1797
10182,Mini Gifts Distributors Ltd.,3942.72,1791
10193,"Australian Collectables, Ltd",2341.2,1783
10204,Muscle Machine Inc,2482.11,1773
10213,"Double Decker Gift Stores, Ltd",3602.02,1723
10227,"Saveley & Henriot, Co.",3566.94,1685
10241,Mini Caravy,3787.98,1644
10280,Amica Models & Co.,3704.05,1519
10288,Handji Gifts& Co,2834.65,1505
10302,"UK Collectables, Ltd.",3392.26,1836
10311,Euro Shopping Channel,3358.31,1462
10332,"AV Stores, Co.",7310.0,1431
10344,Marseille Mini Autos,2203.11,1424
10367,Toys4GrownUps.com,2696.96,1377
10380,Euro Shopping Channel,3376.64,1343
10407,The Sharp Gifts Warehouse,541.14,1278
10420,Souveniers And Things Co.,6134.7,1242
10105,Danish Wholesale Imports,3382.5,2081
10117,"Dragon Souveniers, Ltd.",2240.66,2018
10128,Euro Shopping Channel,3962.88,1968
10142,Mini Gifts Distributors Ltd.,1685.28,1906
10153,Euro Shopping Channel,1834.36,1856
10166,FunGiftIdeas.com,1916.98,1834
10177,CAF Imports,2611.0,1818
10185,Mini Creations Ltd.,3630.28,1812
10197,Enaco Distributors,5090.5,1801
10208,"Saveley & Henriot, Co.",3949.65,1765
10221,Petit Auto,3491.67,1719
10232,giftsbymail.co.uk,2059.19,1690
10248,Land of Toys Inc.,3170.16,1643
10261,Quebec Home Shopping Network,1790.6,1603
10273,Petit Auto,2345.97,1570
10283,"Royal Canadian Collectables, Ltd.",3580.88,1541
10293,Amica Models & Co.,4946.06,1522
10306,"AV Stores, Co.",3525.6,1488
10315,La Rochelle Gifts,3602.16,1474
10326,"Volvo Model Replicas, Co",4300.5,1464
10337,Classic Legends Inc.,4498.19,1453
10350,Euro Shopping Channel,3023.1,1443
10372,"Tokyo Collectables, Ltd",3562.49,1389
10383,Euro Shopping Channel,1640.24,1363
10396,Mini Gifts Distributors Ltd.,4739.4,1334
10414,Gifts4AllAges.com,1207.68,1291
10103,Baane Mini Imports,4228.2,2120
10114,"La Corne D'abondance, Co.",4815.45,2059
10126,"Corrida Auto Replicas, Ltd",7083.0,2003
10140,Technics Stores Inc.,4601.2,1947
10150,"Dragon Souveniers, Ltd.",6467.02,1891
10164,Mini Auto Werke,5012.55,1860
10175,"Stylish Desk Decors, Co.",5121.59,1845
10183,"Classic Gift Ideas, Inc",2441.04,1839
10194,"Saveley & Henriot, Co.",4262.08,1828
10207,Diecast Collectables,6658.02,1815
10217,Handji Gifts& Co,4509.08,1759
10229,Mini Gifts Distributors Ltd.,4716.23,1725
10245,Super Scale Inc.,2390.22,1672
10259,Handji Gifts& Co,4666.62,1631
10270,Souveniers And Things Co.,5383.08,1598
10281,Diecast Classics Inc.,2482.25,1568
10291,Scandinavian Gift Ideas,5288.64,1549
10305,Marta's Replicas Co.,2184.38,1515
10313,Canadian Gift Exchange Network,2881.76,1507
10323,"Blauer See Auto, Co.",6203.06,1494
10334,"Volvo Model Replicas, Co",6763.47,1481
10347,"Australian Collectors, Co.",5884.65,1472
10357,Mini Gifts Distributors Ltd.,3559.64,1462
10370,"Anna's Decorations, Ltd",1668.37,1422
10382,Mini Gifts Distributors Ltd.,4890.6,1395
10411,Quebec Home Shopping Network,5235.72,1322
10425,La Rochelle Gifts,4325.16,1293
10103,Baane Mini Imports,1938.89,2147
10113,Mini Gifts Distributors Ltd.,2490.5,2092
10126,"Corrida Auto Replicas, Ltd",2314.69,2030
10140,Technics Stores Inc.,1254.83,1974
10150,"Dragon Souveniers, Ltd.",1282.8,1918
10164,Mini Auto Werke,1345.75,1887
10174,"Australian Gift Network, Co",2194.22,1872
10183,"Classic Gift Ideas, Inc",1972.0,1866
10194,"Saveley & Henriot, Co.",1835.98,1855
10206,Canadian Gift Exchange Network,1119.93,1846
10215,West Coast Collectables Co.,2082.88,1792
10229,Mini Gifts Distributors Ltd.,1569.75,1752
10245,Super Scale Inc.,2694.15,1699
10258,"Tokyo Collectables, Ltd",1257.27,1658
10270,Souveniers And Things Co.,2567.84,1625
10281,Diecast Classics Inc.,2634.28,1595
10291,Scandinavian Gift Ideas,1502.78,1576
10304,Auto Assoc. & Cie.,1676.2,1544
10312,Mini Gifts Distributors Ltd.,2217.15,1535
10324,Vitachrome Inc.,6832.02,1521
10348,"Corrida Auto Replicas, Ltd",7110.8,1526
10358,Euro Shopping Channel,5302.8,1488
10370,"Anna's Decorations, Ltd",2730.0,1448
10382,Mini Gifts Distributors Ltd.,7827.3,1421
10411,Quebec Home Shopping Network,2095.45,1348
10424,Euro Shopping Channel,1556.62,1319
10108,Cruz & Sons Co.,5565.12,2140
10122,Marseille Mini Autos,3583.16,2075
10135,Mini Gifts Distributors Ltd.,4705.18,2021
10146,Gift Ideas Corp.,4444.54,1959
10169,"Anna's Decorations, Ltd",4910.4,1898
10180,Daedalus Designs Imports,5565.12,1892
10191,"Toms Spezialitten, Ltd",4237.76,1884
10211,Auto Canal Petit,5673.58,1829
10225,"Vida Sport, Ltd",5260.15,1792
10238,Danish Wholesale Imports,6350.96,1747
10252,Auto Canal Petit,3559.4,1701
10264,Gifts4AllAges.com,2410.6,1667
10276,Online Mini Collectables,5713.92,1635
10287,"Vida Sport, Ltd",4300.32,1608
10299,"Toys of Finland, Co.",7947.31,1578
10310,"Toms Spezialitten, Ltd",5356.8,1563
10319,Microscale Inc.,7901.1,1546
10330,Cruz & Sons Co.,6101.0,1534
10342,"Australian Collectors, Co.",6276.46,1527
10355,Euro Shopping Channel,4203.5,1515
10363,Suominen Souveniers,1629.04,1486
10378,Euro Shopping Channel,3289.86,1452
10390,Mini Gifts Distributors Ltd.,6862.94,1430
10110,"AV Stores, Co.",2574.18,2148
10124,Signal Gift Stores,1327.79,2085
10148,"Anna's Decorations, Ltd",2356.25,1973
10161,Heintze Collectables,2013.5,1938
10173,Rovelli Gifts,2807.22,1920
10182,Mini Gifts Distributors Ltd.,3072.96,1914
10193,"Australian Collectables, Ltd",1906.5,1906
10204,Muscle Machine Inc,3431.7,1896
10213,"Double Decker Gift Stores, Ltd",2084.75,1846
10227,"Saveley & Henriot, Co.",2136.01,1808
10241,Mini Caravy,2009.7,1767
10267,Muscle Machine Inc,2719.8,1683
10279,Euro Shopping Channel,1575.08,1651
10288,Handji Gifts& Co,1688.43,1629
10302,"UK Collectables, Ltd.",1672.1,1960
10311,Euro Shopping Channel,1674.75,1586
10332,"AV Stores, Co.",3472.98,1555
10344,Marseille Mini Autos,1649.18,1548
10367,Toys4GrownUps.com,3751.0,1501
10380,Euro Shopping Channel,4536.0,1467
10407,The Sharp Gifts Warehouse,4421.34,1402
10420,Souveniers And Things Co.,2078.28,1366
10110,"AV Stores, Co.",3069.0,2170
10124,Signal Gift Stores,1713.8,2107
10148,"Anna's Decorations, Ltd",1506.5,1995
10161,Heintze Collectables,2692.12,1960
10172,Gift Depot Inc.,2422.08,1942
10182,Mini Gifts Distributors Ltd.,3488.34,1936
10192,Online Diecast Creations Co.,2583.34,1929
10204,Muscle Machine Inc,1249.4,1918
10212,Euro Shopping Channel,3374.71,1874
10226,Collectable Mini Designs Co.,1265.46,1834
10241,Mini Caravy,1681.46,1789
10267,Muscle Machine Inc,3204.0,1705
10279,Euro Shopping Channel,2398.72,1673
10288,Handji Gifts& Co,2381.04,1651
10301,"Norway Gifts By Mail, Co.",1944.54,1983
10311,Euro Shopping Channel,2273.7,1608
10321,FunGiftIdeas.com,2116.5,1590
10332,"AV Stores, Co.",1307.32,1578
10344,Marseille Mini Autos,1726.37,1571
10367,Toys4GrownUps.com,1267.77,1524
10380,Euro Shopping Channel,3441.82,1490
10407,The Sharp Gifts Warehouse,1987.18,1425
10420,Souveniers And Things Co.,3880.2,1389
10104,Euro Shopping Channel,1942.15,2239
10115,Classic Legends Inc.,3259.92,2177
10127,Muscle Machine Inc,1213.8,2118
10141,Suominen Souveniers,1086.6,2060
10152,"Australian Gift Network, Co",1632.75,2006
10165,"Dragon Souveniers, Ltd.",1734.0,1980
10176,L'ordine Souveniers,1857.06,1966
10184,"Iberia Gift Imports, Corp.",1863.41,1959
10195,Mini Classics,2924.68,1949
10207,Diecast Collectables,2294.18,1936
10220,"Clover Collections, Co.",1457.82,1872
10230,"Blauer See Auto, Co.",1955.88,1842
10246,Euro Shopping Channel,2314.4,1792
10259,Handji Gifts& Co,1310.96,1752
10271,Mini Gifts Distributors Ltd.,2913.3,1718
10282,Mini Gifts Distributors Ltd.,1357.78,1688
10292,Land of Toys Inc.,2150.0,1670
10305,Marta's Replicas Co.,2783.25,1636
10314,Heintze Collectables,2339.92,1628
10324,Vitachrome Inc.,1729.0,1615
10336,"La Corne D'abondance, Co.",5972.4,1601
10349,Muscle Machine Inc,2275.2,1591
10358,Euro Shopping Channel,2673.44,1583
10371,Mini Gifts Distributors Ltd.,2431.75,1540
10383,Euro Shopping Channel,2018.72,1511
10394,Euro Shopping Channel,1558.99,1490
10412,Euro Shopping Channel,1104.6,1442
10425,La Rochelle Gifts,2575.1,1415
10107,Land of Toys Inc.,2845.75,2243
10120,"Australian Collectors, Co.",3431.75,2180
10134,Lyon Souveniers,3273.9,2118
10145,Toys4GrownUps.com,4119.4,2064
10168,Technics Stores Inc.,5747.5,2001
10180,Daedalus Designs Imports,5355.36,1988
10188,Herkku Gifts,2535.75,1982
10211,Auto Canal Petit,2254.0,1925
10223,"Australian Collectors, Co.",2921.28,1890
10237,Vitachrome Inc.,2299.0,1847
10251,Tekni Collectables Inc.,2637.18,1805
10263,Gift Depot Inc.,4307.52,1765
10275,La Rochelle Gifts,2153.76,1741
10285,Marta's Replicas Co.,3716.88,1707
10299,"Toys of Finland, Co.",5455.76,1674
10309,Baane Mini Imports,2650.62,1660
10318,Diecast Classics Inc.,6437.28,1643
10329,Land of Toys Inc.,2633.4,1631
10339,"Tokyo Collectables, Ltd",2278.53,1624
10362,Technics Stores Inc.,4846.0,1582
10374,"Australian Gift Network, Co",4197.1,1555
10389,Scandinavian Gift Ideas,4597.65,1526
10403,"UK Collectables, Ltd.",5287.7,1491
10417,Euro Shopping Channel,3550.05,1457
10110,"AV Stores, Co.",1721.73,2245
10123,Atelier graphique,2993.5,2183
10137,Reims Collectables,1295.06,2133
10148,"Anna's Decorations, Ltd",2671.95,2071
10161,Heintze Collectables,1226.59,2036
10172,Gift Depot Inc.,1453.84,2018
10181,Herkku Gifts,1830.22,2012
10192,Online Diecast Creations Co.,2530.01,2005
10204,Muscle Machine Inc,2241.45,1994
10212,Euro Shopping Channel,2399.85,1950
10226,Collectable Mini Designs Co.,1557.72,1910
10241,Mini Caravy,845.25,1865
10266,L'ordine Souveniers,1352.4,1782
10278,Signal Gift Stores,1584.8,1752
10288,Handji Gifts& Co,2616.0,1727
10301,"Norway Gifts By Mail, Co.",1129.04,2059
10311,Euro Shopping Channel,2218.5,1684
10321,FunGiftIdeas.com,2028.48,1666
10332,"AV Stores, Co.",1759.2,1654
10343,Reims Collectables,977.67,1648
10367,Toys4GrownUps.com,1463.0,1600
10379,Euro Shopping Channel,3970.56,1572
10407,The Sharp Gifts Warehouse,2576.0,1501
10420,Souveniers And Things Co.,2233.69,1465
10106,Rovelli Gifts,2481.64,2298
10120,"Australian Collectors, Co.",4651.53,2228
10133,Euro Shopping Channel,3858.1,2170
10145,Toys4GrownUps.com,3501.6,2112
10168,Technics Stores Inc.,6433.7,2049
10210,Osaka Souveniers Co.,2658.96,1974
10223,"Australian Collectors, Co.",3608.76,1936
10235,"Royal Canadian Collectables, Ltd.",2214.67,1896
10250,The Sharp Gifts Warehouse,2747.53,1858
10262,Euro Shopping Channel,3310.92,1815
10275,La Rochelle Gifts,2380.0,1787
10284,"Norway Gifts By Mail, Co.",2310.88,1759
10297,"Clover Collections, Co.",4061.76,1734
10308,Mini Classics,3493.7,1706
10316,giftsbymail.co.uk,2872.25,1690
10328,Rovelli Gifts,4114.38,1680
10339,"Tokyo Collectables, Ltd",1063.65,1670
10353,Gift Ideas Corp.,2008.44,1660
10374,"Australian Gift Network, Co",4328.6,1601
10386,Euro Shopping Channel,1376.43,1574
10398,Reims Collectables,5552.16,1546
10401,Tekni Collectables Inc.,3659.02,1543
10416,L'ordine Souveniers,4165.61,1507
10101,"Blauer See Auto, Co.",1404.0,2360
10110,"AV Stores, Co.",710.2,2293
10124,Signal Gift Stores,1702.8,2230
10149,Signal Collectibles Ltd.,1194.84,2117
10173,Rovelli Gifts,977.43,2064
10182,Mini Gifts Distributors Ltd.,1436.76,2058
10193,"Australian Collectables, Ltd",759.46,2050
10205,Euro Shopping Channel,1189.44,2039
10214,"Corrida Auto Replicas, Ltd",683.8,1986
10227,"Saveley & Henriot, Co.",1226.82,1952
10243,Diecast Collectables,974.82,1898
10280,Amica Models & Co.,577.6,1786
10288,Handji Gifts& Co,1106.93,1772
10304,Auto Assoc. & Cie.,694.6,1733
10312,Mini Gifts Distributors Ltd.,1152.06,1724
10322,Online Diecast Creations Co.,2624.0,1711
10332,"AV Stores, Co.",3685.95,1699
10344,Marseille Mini Autos,703.6,1692
10356,Lyon Souveniers,9720.0,1679
10367,Toys4GrownUps.com,834.67,1646
10380,Euro Shopping Channel,2257.92,1612
10391,"Anna's Decorations, Ltd",8344.71,1591
10409,Handji Gifts& Co,1801.94,1547
10420,Souveniers And Things Co.,1209.6,1512
10107,Land of Toys Inc.,3155.14,2338
10120,"Australian Collectors, Co.",2848.86,2275
10134,Lyon Souveniers,3570.29,2213
10145,Toys4GrownUps.com,3902.41,2159
10158,Baane Mini Imports,1474.66,2114
10168,Technics Stores Inc.,2186.89,2097
10180,Daedalus Designs Imports,1919.4,2084
10188,Herkku Gifts,3656.0,2078
10210,Osaka Souveniers Co.,1851.0,2024
10223,"Australian Collectors, Co.",2633.78,1986
10236,Motor Mint Distributors Inc.,3153.6,1945
10250,The Sharp Gifts Warehouse,2803.2,1908
10263,Gift Depot Inc.,2311.02,1861
10275,La Rochelle Gifts,2399.4,1837
10285,Marta's Replicas Co.,2733.12,1803
10297,"Clover Collections, Co.",2096.32,1784
10308,Mini Classics,2971.34,1756
10318,Diecast Classics Inc.,2257.58,1739
10329,Land of Toys Inc.,3493.91,1727
10340,Enaco Distributors,4398.9,1719
10363,Suominen Souveniers,3595.62,1677
10375,La Rochelle Gifts,2443.29,1650
10389,Scandinavian Gift Ideas,3988.6,1622
10402,Auto Canal Petit,5168.4,1588
10416,L'ordine Souveniers,2803.2,1556
10105,Danish Wholesale Imports,6341.21,2376
10117,"Dragon Souveniers, Ltd.",5189.78,2313
10129,"Stylish Desk Decors, Co.",6027.75,2257
10142,Mini Gifts Distributors Ltd.,3366.0,2201
10153,Euro Shopping Channel,5456.4,2151
10167,Scandinavian Gift Ideas,3812.16,2127
10177,CAF Imports,6083.0,2113
10185,Mini Creations Ltd.,3170.7,2107
10197,Enaco Distributors,4534.6,2096
10208,"Saveley & Henriot, Co.",4301.15,2060
10221,Petit Auto,6804.63,2014
10232,giftsbymail.co.uk,5652.94,1985
10248,Land of Toys Inc.,6960.48,1938
10261,Quebec Home Shopping Network,4512.6,1898
10273,Petit Auto,2784.76,1865
10283,"Royal Canadian Collectables, Ltd.",5316.36,1836
10293,Amica Models & Co.,2941.89,1817
10306,"AV Stores, Co.",3207.4,1783
10315,La Rochelle Gifts,4215.05,1769
10326,"Volvo Model Replicas, Co",4333.29,1759
10337,Classic Legends Inc.,2087.13,1748
10350,Euro Shopping Channel,1711.22,1738
10372,"Tokyo Collectables, Ltd",3910.53,1684
10396,Mini Gifts Distributors Ltd.,5720.75,1628
10414,Gifts4AllAges.com,3335.23,1585
10101,"Blauer See Auto, Co.",2472.96,2434
10110,"AV Stores, Co.",1729.65,2367
10124,Signal Gift Stores,995.5,2304
10149,Signal Collectibles Ltd.,2414.72,2191
10173,Rovelli Gifts,1112.94,2138
10182,Mini Gifts Distributors Ltd.,1138.94,2132
10193,"Australian Collectables, Ltd",1012.4,2124
10205,Euro Shopping Channel,913.92,2113
10214,"Corrida Auto Replicas, Ltd",2349.06,2060
10227,"Saveley & Henriot, Co.",1161.12,2026
10244,Euro Shopping Channel,1764.75,1969
10255,Mini Caravy,1690.9,1934
10280,Amica Models & Co.,2137.05,1861
10289,Herkku Gifts,2177.1,1845
10304,Auto Assoc. & Cie.,1734.48,1808
10312,Mini Gifts Distributors Ltd.,865.49,1799
10322,Online Diecast Creations Co.,3500.1,1786
10332,"AV Stores, Co.",2223.52,1774
10345,Atelier graphique,2311.68,1767
10356,Lyon Souveniers,828.36,1754
10367,Toys4GrownUps.com,856.52,1721
10380,Euro Shopping Channel,1845.45,1687
10391,"Anna's Decorations, Ltd",4042.08,1666
10421,Mini Gifts Distributors Ltd.,1828.0,1586
10103,Baane Mini Imports,3680.28,2438
10114,"La Corne D'abondance, Co.",2925.09,2377
10126,"Corrida Auto Replicas, Ltd",3415.77,2321
10140,Technics Stores Inc.,5105.14,2265
10151,"Oulu Toy Supplies, Inc.",5098.8,2207
10165,"Dragon Souveniers, Ltd.",4661.76,2177
10175,"Stylish Desk Decors, Co.",2969.96,2163
10184,"Iberia Gift Imports, Corp.",3496.32,2156
10194,"Saveley & Henriot, Co.",5760.93,2146
10207,Diecast Collectables,6819.04,2133
10217,Handji Gifts& Co,3148.88,2077
10229,Mini Gifts Distributors Ltd.,5704.32,2043
10246,Euro Shopping Channel,3520.6,1989
10259,Handji Gifts& Co,5285.62,1949
10271,Mini Gifts Distributors Ltd.,5605.05,1915
10281,Diecast Classics Inc.,2779.5,1886
10291,Scandinavian Gift Ideas,5398.08,1867
10305,Marta's Replicas Co.,3189.6,1833
10313,Canadian Gift Exchange Network,5581.8,1825
10324,Vitachrome Inc.,3820.44,1812
10334,"Volvo Model Replicas, Co",5528.04,1799
10348,"Corrida Auto Replicas, Ltd",5981.42,1818
10358,Euro Shopping Channel,5684.65,1780
10371,Mini Gifts Distributors Ltd.,3449.4,1737
10382,Mini Gifts Distributors Ltd.,2654.4,1713
10412,Euro Shopping Channel,8498.0,1638
10425,La Rochelle Gifts,5510.54,1611
10108,Cruz & Sons Co.,2060.45,2432
10121,Reims Collectables,2460.16,2368
10135,Mini Gifts Distributors Ltd.,1787.56,2313
10145,Toys4GrownUps.com,1645.65,2260
10169,"Anna's Decorations, Ltd",2816.18,2190
10180,Daedalus Designs Imports,2521.05,2184
10190,Euro Shopping Channel,3199.98,2177
10211,Auto Canal Petit,1338.12,2121
10224,Daedalus Designs Imports,2972.58,2085
10237,Vitachrome Inc.,2070.9,2043
10252,Auto Canal Petit,3092.6,1993
10264,Gifts4AllAges.com,2408.7,1959
10276,Online Mini Collectables,3472.54,1927
10285,Marta's Replicas Co.,2263.28,1903
10299,"Toys of Finland, Co.",2194.17,1870
10309,Baane Mini Imports,1346.4,1856
10319,Microscale Inc.,2533.63,1838
10330,Cruz & Sons Co.,3403.26,1826
10341,Salzburg Collectables,3307.2,1819
10355,Euro Shopping Channel,2896.65,1807
10363,Suominen Souveniers,2632.89,1778
10375,La Rochelle Gifts,2046.0,1751
10390,Mini Gifts Distributors Ltd.,2279.55,1722
10403,"UK Collectables, Ltd.",2150.55,1688
10110,"AV Stores, Co.",3360.45,2441
10124,Signal Gift Stores,2326.4,2378
10148,"Anna's Decorations, Ltd",1545.6,2266
10161,Heintze Collectables,2144.6,2231
10172,Gift Depot Inc.,1639.22,2213
10182,Mini Gifts Distributors Ltd.,2649.6,2207
10192,Online Diecast Creations Co.,3845.6,2200
10204,Muscle Machine Inc,4527.04,2189
10212,Euro Shopping Channel,3966.3,2145
10227,"Saveley & Henriot, Co.",4142.58,2101
10241,Mini Caravy,4441.5,2060
10267,Muscle Machine Inc,3315.12,1976
10279,Euro Shopping Channel,3918.53,1944
10288,Handji Gifts& Co,2830.45,1922
10302,"UK Collectables, Ltd.",5298.86,2253
10311,Euro Shopping Channel,2620.8,1879
10321,FunGiftIdeas.com,2181.0,1861
10332,"AV Stores, Co.",3382.08,1849
10346,Signal Gift Stores,2876.75,1838
10368,Mini Gifts Distributors Ltd.,4107.2,1788
10380,Euro Shopping Channel,1350.0,1761
10407,The Sharp Gifts Warehouse,7182.0,1696
10420,Souveniers And Things Co.,3933.93,1660
10104,Euro Shopping Channel,1742.4,2510
10114,"La Corne D'abondance, Co.",721.44,2451
10127,Muscle Machine Inc,1489.41,2389
10141,Suominen Souveniers,891.03,2331
10151,"Oulu Toy Supplies, Inc.",1209.3,2281
10165,"Dragon Souveniers, Ltd.",859.14,2251
10175,"Stylish Desk Decors, Co.",1151.44,2237
10184,"Iberia Gift Imports, Corp.",1336.44,2230
10195,Mini Classics,905.28,2220
10207,Diecast Collectables,1247.4,2207
10219,Signal Collectibles Ltd.,846.51,2145
10229,Mini Gifts Distributors Ltd.,1085.04,2117
10246,Euro Shopping Channel,1767.43,2063
10259,Handji Gifts& Co,1030.44,2023
10271,Mini Gifts Distributors Ltd.,1585.36,1989
10281,Diecast Classics Inc.,813.2,1960
10292,Land of Toys Inc.,1172.34,1941
10305,Marta's Replicas Co.,1510.56,1907
10314,Heintze Collectables,1448.07,1899
10324,Vitachrome Inc.,3338.1,1886
10335,Mini Gifts Distributors Ltd.,1225.29,1873
10349,Muscle Machine Inc,1336.68,1862
10358,Euro Shopping Channel,2985.84,1854
10371,Mini Gifts Distributors Ltd.,5545.8,1811
10383,Euro Shopping Channel,6089.6,1782
10394,Euro Shopping Channel,1789.4,1761
10412,Euro Shopping Channel,1082.1,1713
10425,La Rochelle Gifts,1030.44,1686
10106,Rovelli Gifts,3659.32,2521
10119,Salzburg Collectables,2443.6,2452
10131,Gift Ideas Corp.,2349.9,2404
10143,Mini Creations Ltd.,1646.19,2350
10155,"Toys of Finland, Co.",1670.26,2294
10167,Scandinavian Gift Ideas,1467.48,2278
10178,Alpha Cognac,2748.56,2263
10186,"Double Decker Gift Stores, Ltd",1522.4,2258
10198,Cruz & Sons Co.,3255.36,2246
10222,Collectable Mini Designs Co.,2608.96,2163
10249,Cambridge Collectables Co.,1356.4,2086
10262,Euro Shopping Channel,1611.36,2040
10274,Collectables For Less Inc.,2603.2,2014
10284,"Norway Gifts By Mail, Co.",2219.7,1984
10296,"Bavarian Collectables Imports, Co.",1496.25,1960
10307,"Classic Gift Ideas, Inc",1884.0,1932
10316,giftsbymail.co.uk,2166.14,1915
10328,Rovelli Gifts,2828.16,1905
10339,"Tokyo Collectables, Ltd",6214.45,1895
10351,"Stylish Desk Decors, Co.",1867.0,1886
10373,"Oulu Toy Supplies, Inc.",2676.72,1828
10386,Euro Shopping Channel,2182.44,1799
10398,Reims Collectables,1611.4,1771
10400,The Sharp Gifts Warehouse,1479.84,1770
10415,"Australian Collectables, Ltd",1424.22,1733
10110,"AV Stores, Co.",5942.28,2517
10124,Signal Gift Stores,2348.75,2454
10148,"Anna's Decorations, Ltd",4392.12,2342
10161,Heintze Collectables,2759.75,2307
10173,Rovelli Gifts,2728.03,2289
10182,Mini Gifts Distributors Ltd.,2395.8,2283
10192,Online Diecast Creations Co.,3052.33,2276
10204,Muscle Machine Inc,4242.0,2265
10213,"Double Decker Gift Stores, Ltd",2790.45,2215
10227,"Saveley & Henriot, Co.",4340.49,2177
10241,Mini Caravy,2762.2,2136
10267,Muscle Machine Inc,4645.72,2052
10279,Euro Shopping Channel,5580.96,2020
10288,Handji Gifts& Co,6539.04,1998
10302,"UK Collectables, Ltd.",5548.95,2329
10311,Euro Shopping Channel,4595.41,1955
10332,"AV Stores, Co.",1859.44,1924
10346,Signal Gift Stores,2093.76,1913
10368,Mini Gifts Distributors Ltd.,4223.13,1863
10380,Euro Shopping Channel,1596.76,1836
10407,The Sharp Gifts Warehouse,5820.35,1771
10420,Souveniers And Things Co.,5296.5,1735
10109,Motor Mint Distributors Inc.,930.9,2547
10122,Marseille Mini Autos,1207.44,2489
10135,Mini Gifts Distributors Ltd.,717.4,2435
10147,Collectables For Less Inc.,1066.75,2371
10171,Quebec Home Shopping Network,1277.64,2311
10181,Herkku Gifts,1578.79,2305
10192,Online Diecast Creations Co.,917.7,2298
10203,Euro Shopping Channel,777.0,2287
10212,Euro Shopping Channel,1476.28,2243
10225,"Vida Sport, Ltd",1538.46,2207
10239,"Oulu Toy Supplies, Inc.",891.2,2159
10253,"UK Collectables, Ltd.",1706.8,2110
10266,L'ordine Souveniers,1373.6,2076
10278,Signal Gift Stores,1205.59,2046
10287,"Vida Sport, Ltd",1427.4,2023
10301,"Norway Gifts By Mail, Co.",1649.28,2353
10310,"Toms Spezialitten, Ltd",1383.03,1978
10321,FunGiftIdeas.com,1229.51,1960
10331,Motor Mint Distributors Inc.,1140.48,1948
10342,"Australian Collectors, Co.",1575.6,1942
10355,Euro Shopping Channel,1386.72,1930
10367,Toys4GrownUps.com,5018.4,1895
10378,Euro Shopping Channel,5856.85,1867
10390,Mini Gifts Distributors Ltd.,4894.73,1845
10405,Mini Caravy,2094.32,1805
10419,Salzburg Collectables,640.05,1773
10105,Danish Wholesale Imports,3193.52,2600
10119,Salzburg Collectables,3066.7,2525
10129,"Stylish Desk Decors, Co.",3883.11,2481
10142,Mini Gifts Distributors Ltd.,4814.25,2425
10154,Boards & Toys Co.,2826.27,2371
10167,Scandinavian Gift Ideas,1593.2,2351
10177,CAF Imports,3266.1,2337
10185,Mini Creations Ltd.,2453.55,2331
10197,Enaco Distributors,3910.4,2320
10208,"Saveley & Henriot, Co.",1788.0,2284
10222,Collectable Mini Designs Co.,3328.07,2237
10233,Tekni Collectables Inc.,3788.4,2200
10248,Land of Toys Inc.,3053.7,2162
10261,Quebec Home Shopping Network,2005.74,2122
10273,Petit Auto,2796.12,2089
10283,"Royal Canadian Collectables, Ltd.",3159.96,2060
10295,Gifts4AllAges.com,3908.62,2040
10306,"AV Stores, Co.",2606.48,2007
10315,La Rochelle Gifts,2081.76,1993
10326,"Volvo Model Replicas, Co",3519.85,1983
10339,"Tokyo Collectables, Ltd",10758.0,1970
10350,Euro Shopping Channel,3021.0,1962
10373,"Oulu Toy Supplies, Inc.",1891.56,1903
10396,Mini Gifts Distributors Ltd.,2246.4,1852
10414,Gifts4AllAges.com,6107.4,1809
10110,"AV Stores, Co.",1987.74,2590
10124,Signal Gift Stores,4068.96,2527
10148,"Anna's Decorations, Ltd",2282.22,2415
10161,Heintze Collectables,1541.0,2380
10172,Gift Depot Inc.,1951.92,2362
10182,Mini Gifts Distributors Ltd.,3107.61,2356
10192,Online Diecast Creations Co.,2328.64,2349
10204,Muscle Machine Inc,3184.8,2338
10212,Euro Shopping Channel,2149.74,2294
10227,"Saveley & Henriot, Co.",3184.8,2250
10241,Mini Caravy,2114.58,2209
10267,Muscle Machine Inc,4256.56,2125
10279,Euro Shopping Channel,2344.98,2093
10288,Handji Gifts& Co,2328.66,2071
10302,"UK Collectables, Ltd.",3575.04,2402
10311,Euro Shopping Channel,2076.0,2028
10321,FunGiftIdeas.com,3305.25,2010
10332,"AV Stores, Co.",1538.55,1998
10346,Signal Gift Stores,3325.92,1987
10368,Mini Gifts Distributors Ltd.,3662.52,1937
10380,Euro Shopping Channel,3478.64,1910
